unique_identifier,timestamp,price
ZEC-AUD,1557151730972090,6534
LTC-AUD,1557151731088090,7785
LTC-AUD,1557151731184088,7785
LTC-AUD,1557151731184088,7785
ETH-AUD,1557151731879107,18117
ETH-AUD,1557151731879111,18103
ETH-AUD,1557151731991091,18117
ETH-AUD,1557151731991092,18117
ETH-AUD,1557151731991093,18117
ETH-AUD,1557151731991093,18103
ETH-AUD,1557151731991093,18103
BTC-AUD,1557151732000093,552362
BTC-AUD,1557151732066093,552362
ZEC-AUD,1557151732090099,6756
ZEC-AUD,1557151732592096,6756
ZEC-AUD,1557151732592097,6756
ZEC-AUD,1557151732621096,6534
LTC-AUD,1557151248009180,7866
BTC-AUD,1557151248011180,543571
BTC-AUD,1557151248011181,543571
BTC-AUD,1557151248011182,543571
LTC-AUD,1557151248573184,7658
LTC-AUD,1557151248748184,7658
ETH-AUD,1557151249230188,18745
ETH-AUD,1557151249416189,18745
ETH-AUD,1557151249417186,18745
ETH-AUD,1557151249417188,18746
BTC-AUD,1557151249631191,540858
ETH-AUD,1557151249631194,18804
ETH-AUD,1557151249631202,18813
ETH-AUD,1557151249976189,18746
ETH-AUD,1557151249984188,18804
ETH-AUD,1557151249984188,18804
ETH-AUD,1557151249986188,18813
ETH-AUD,1557151249986188,18813
LTC-AUD,1557151250072190,7686
BTC-AUD,1557151250133197,541401
BTC-AUD,1557151250133201,541401
ZEC-AUD,1557151250133207,7037
LTC-AUD,1557151250264207,7876
BTC-AUD,1557151250406189,540858
LTC-AUD,1557151250520191,7686
BTC-AUD,1557151250577190,541401
BTC-AUD,1557151250577191,541401
BTC-AUD,1557151250577191,541401
BTC-AUD,1557151250577192,541401
BTC-AUD,1557151250577191,541401
ZEC-AUD,1557151250585192,7037
ZEC-AUD,1557151250585192,7037
LTC-AUD,1557151250626190,7876
LTC-AUD,1557151250626191,7876
LTC-AUD,1557151250626192,7687
LTC-AUD,1557151250626192,7876
ETH-AUD,1557151250653198,18823
LTC-AUD,1557151250692191,7687
ZEC-AUD,1557151250768198,7004
BTC-AUD,1557151250768200,543559
LTC-AUD,1557151251155198,7935
LTC-AUD,1557151251155202,7929
ETH-AUD,1557151251271197,18716
ETH-AUD,1557151565270436,18316
BTC-AUD,1557151565657441,556385
BTC-AUD,1557151565657445,556381
BTC-AUD,1557151565843437,556385
BTC-AUD,1557151565843437,556385
BTC-AUD,1557151565843437,556381
ETH-AUD,1557151566032454,18336
ETH-AUD,1557151566149438,18336
ETH-AUD,1557151566149438,18336
BTC-AUD,1557151566932444,560078
BTC-AUD,1557151371728671,545598
BTC-AUD,1557151371728672,545598
BTC-AUD,1557151371728673,546685
BTC-AUD,1557151371728673,545598
BTC-AUD,1557151371728674,545598
ZEC-AUD,1557151371713671,6999
LTC-AUD,1557151371935674,7785
ZEC-AUD,1557151673505862,6825
ZEC-AUD,1557151673505862,6830
ZEC-AUD,1557151673505862,6830
ZEC-AUD,1557151673831877,6504
ZEC-AUD,1557151673953863,6504
BTC-AUD,1557151674770871,554565
BTC-AUD,1557151674770883,554554
LTC-AUD,1557151674836872,7579
ETH-AUD,1557151347952592,18452
ETH-AUD,1557151348134577,18452
ZEC-AUD,1557151273619283,7003
ZEC-AUD,1557151273619284,7003
ZEC-AUD,1557151273657284,7012
BTC-AUD,1557151274270301,544085
LTC-AUD,1557151274511295,7916
LTC-AUD,1557151274582285,7916
BTC-AUD,1557151274635285,544085
BTC-AUD,1557151274635286,544085
LTC-AUD,1557151274650293,7876
BTC-AUD,1557151274681287,544085
LTC-AUD,1557151274850287,7876
BTC-AUD,1557151275027292,545716
BTC-AUD,1557151275027296,545716
BTC-AUD,1557151275203288,545716
BTC-AUD,1557151275203288,545716
ETH-AUD,1557151275565309,18597
ETH-AUD,1557151526433283,18281
BTC-AUD,1557151526777296,555312
BTC-AUD,1557151526933284,555312
BTC-AUD,1557151526933284,555312
BTC-AUD,1557151526946289,552001
BTC-AUD,1557151527023284,552001
BTC-AUD,1557151527278286,554755
BTC-AUD,1557151527601288,552001
BTC-AUD,1557151527618286,554755
BTC-AUD,1557151527618286,554755
BTC-AUD,1557151527618287,552001
ETH-AUD,1557151528281297,18316
ETH-AUD,1557151528441290,18316
ETH-AUD,1557151528441291,18316
ETH-AUD,1557151528441292,18316
LTC-AUD,1557151528466308,7593
LTC-AUD,1557151528551290,7593
LTC-AUD,1557151528781293,7746
LTC-AUD,1557151528933292,7746
LTC-AUD,1557151528933292,7746
ZEC-AUD,1557151528953295,6901
ZEC-AUD,1557151528967295,6741
BTC-AUD,1557151528967309,551440
BTC-AUD,1557151529284302,554752
BTC-AUD,1557151529377293,551440
BTC-AUD,1557151529377293,551440
ZEC-AUD,1557151529393293,6741
ETH-AUD,1557151529470310,18792
BTC-AUD,1557151529508294,554752
ETH-AUD,1557151529752295,18792
ZEC-AUD,1557151529787302,6935
BTC-AUD,1557151529787312,554205
BTC-AUD,1557151529947296,554205
BTC-AUD,1557151529947296,554205
ZEC-AUD,1557151529954296,6935
ZEC-AUD,1557151529954296,6935
ZEC-AUD,1557151530289316,6902
ZEC-AUD,1557151530529298,6902
ZEC-AUD,1557151530529298,6902
ZEC-AUD,1557151532110307,6780
ZEC-AUD,1557151532111305,6780
LTC-AUD,1557151532481308,7627
ETH-AUD,1557151532481322,18835
LTC-AUD,1557151532292311,7740
ETH-AUD,1557151532686306,18835
ETH-AUD,1557151532686307,18835
ETH-AUD,1557151532686308,18835
LTC-AUD,1557151532684308,7627
LTC-AUD,1557151532684308,7740
LTC-AUD,1557151532684309,7627
LTC-AUD,1557151532684309,7740
LTC-AUD,1557151532684308,7740
ZEC-AUD,1557151532981322,6763
LTC-AUD,1557151533295323,7727
ETH-AUD,1557151533295325,18384
ZEC-AUD,1557151533355309,6763
ETH-AUD,1557151533420309,18384
ETH-AUD,1557151533420309,18384
LTC-AUD,1557151533419309,7727
LTC-AUD,1557151533419309,7727
ZEC-AUD,1557151533986318,6753
BTC-AUD,1557151534297314,553072
LTC-AUD,1557151534297323,7730
LTC-AUD,1557151534421313,7730
BTC-AUD,1557151534484313,553072
BTC-AUD,1557151534484313,553072
ZEC-AUD,1557151534484313,6753
ZEC-AUD,1557151534484313,6753
ZEC-AUD,1557151534800334,6885
ZEC-AUD,1557151534907315,6885
ZEC-AUD,1557151534907316,6885
LTC-AUD,1557151534998317,7730
BTC-AUD,1557151534988316,554764
ZEC-AUD,1557151534988326,6728
BTC-AUD,1557151535063316,554764
ZEC-AUD,1557151535087316,6728
ZEC-AUD,1557151535087316,6728
ZEC-AUD,1557151535409318,6885
BTC-AUD,1557151535491318,555308
BTC-AUD,1557151535751318,555308
ZEC-AUD,1557151535812334,6896
ETH-AUD,1557151535993335,18859
ETH-AUD,1557151536155322,18859
ETH-AUD,1557151536155322,18859
BTC-AUD,1557151536242322,554752
ZEC-AUD,1557151536239323,6896
ETH-AUD,1557151251297196,18823
ETH-AUD,1557151251297197,18823
ETH-AUD,1557151251297198,18823
ETH-AUD,1557151251474196,18716
ETH-AUD,1557151251474196,18716
LTC-AUD,1557151251475196,7935
LTC-AUD,1557151251475196,7935
LTC-AUD,1557151251475196,7929
ETH-AUD,1557151251773199,18681
LTC-AUD,1557151251773209,7898
BTC-AUD,1557151251891195,543559
BTC-AUD,1557151251891196,543559
ZEC-AUD,1557151251911198,7004
ZEC-AUD,1557151251911199,7004
ZEC-AUD,1557151251911200,7004
LTC-AUD,1557151251989197,7898
ETH-AUD,1557151252038196,18681
ETH-AUD,1557151252038196,18681
ZEC-AUD,1557151252287216,7034
ZEC-AUD,1557151252581198,7034
ZEC-AUD,1557151252581198,7034
ZEC-AUD,1557151252581200,6999
ZEC-AUD,1557151252581201,6999
LTC-AUD,1557151252658204,7898
LTC-AUD,1557151252658208,7886
BTC-AUD,1557151253161217,540844
BTC-AUD,1557151253664203,540847
ZEC-AUD,1557151253796210,7009
LTC-AUD,1557151254169206,7700
LTC-AUD,1557151254169207,7700
LTC-AUD,1557151254164206,7887
ETH-AUD,1557151254164208,18821
ZEC-AUD,1557151254315205,7009
ZEC-AUD,1557151254315206,7009
BTC-AUD,1557151254304206,543571
ZEC-AUD,1557151254304220,7003
ZEC-AUD,1557151254484207,7002
ZEC-AUD,1557151254501206,7003
ZEC-AUD,1557151254501207,7002
ZEC-AUD,1557151254501207,7003
ZEC-AUD,1557151254501208,7003
BTC-AUD,1557151254521206,543571
BTC-AUD,1557151254521207,543571
LTC-AUD,1557151732881105,7500
LTC-AUD,1557151732881109,7507
LTC-AUD,1557151733230096,7500
LTC-AUD,1557151733230096,7507
BTC-AUD,1557151733381110,550103
BTC-AUD,1557151733381114,550079
LTC-AUD,1557151733515098,7500
BTC-AUD,1557151733519099,550644
BTC-AUD,1557151733520097,550103
BTC-AUD,1557151733520098,550644
BTC-AUD,1557151733520098,550103
BTC-AUD,1557151733520098,550079
ZEC-AUD,1557151733882106,6532
LTC-AUD,1557151734113114,7764
LTC-AUD,1557151734168102,7507
ZEC-AUD,1557151734257100,6532
ZEC-AUD,1557151734257100,6532
LTC-AUD,1557151734268100,7764
LTC-AUD,1557151734290101,7764
LTC-AUD,1557151734384103,7502
LTC-AUD,1557151734384111,7486
LTC-AUD,1557151734500102,7502
LTC-AUD,1557151734500102,7486
LTC-AUD,1557151734500102,7486
BTC-AUD,1557151734528103,550644
ZEC-AUD,1557151734548102,6534
ZEC-AUD,1557151734884118,6539
ETH-AUD,1557151734884123,18106
ETH-AUD,1557151734956103,18106
LTC-AUD,1557151734952105,7764
ZEC-AUD,1557151734970103,6539
BTC-AUD,1557158215789948,0
ETH-AUD,1557151735386113,18132
BTC-AUD,1557151735463105,0
ZEC-AUD,1557151735706108,6534
ETH-AUD,1557151735896115,18121
ETH-AUD,1557151736084108,18121
ETH-AUD,1557151736084108,18121
ZEC-AUD,1557151736126119,6760
ZEC-AUD,1557151736260108,6760
ZEC-AUD,1557151736260108,6760
LTC-AUD,1557151736397115,7519
ZEC-AUD,1557151736397124,6531
ZEC-AUD,1557151536983324,6885
ETH-AUD,1557151536998339,18901
ETH-AUD,1557151537079324,18901
ETH-AUD,1557151537079324,18901
LTC-AUD,1557151537502331,7588
BTC-AUD,1557151537604329,554752
BTC-AUD,1557151537604333,554764
LTC-AUD,1557151537640326,7588
LTC-AUD,1557151537640326,7588
ETH-AUD,1557151537831347,18336
ETH-AUD,1557151538005331,18893
ETH-AUD,1557151538166328,18336
ETH-AUD,1557151538166328,18336
ETH-AUD,1557151538223328,18893
ETH-AUD,1557151538223329,18893
ETH-AUD,1557151538223330,18893
ETH-AUD,1557151538223331,18893
BTC-AUD,1557151538235329,554764
BTC-AUD,1557151538235330,554764
BTC-AUD,1557151538332330,553089
ETH-AUD,1557151538332333,18340
ETH-AUD,1557151538332341,18344
ETH-AUD,1557151538508333,18919
ZEC-AUD,1557151538508340,6747
ETH-AUD,1557151538710330,18340
ETH-AUD,1557151538710330,18344
ETH-AUD,1557151538710330,18344
ETH-AUD,1557151538731330,18919
ETH-AUD,1557151538731331,18919
ETH-AUD,1557151538731332,18919
ETH-AUD,1557151538731333,18919
BTC-AUD,1557151538737330,553089
BTC-AUD,1557151538737331,553089
BTC-AUD,1557151538737332,553089
ZEC-AUD,1557151538772330,6747
BTC-AUD,1557151538835344,552516
ETH-AUD,1557151538835351,18375
ETH-AUD,1557151538876331,18375
ETH-AUD,1557151538876331,18375
BTC-AUD,1557151538914331,552516
BTC-AUD,1557151538914331,552516
ETH-AUD,1557158215796948,0
LTC-AUD,1557151539336343,7699
ETH-AUD,1557151254666214,18830
ZEC-AUD,1557151254666217,6984
ETH-AUD,1557151254666218,18831
BTC-AUD,1557151254666219,541404
BTC-AUD,1557151255168213,541921
LTC-AUD,1557151255312215,7882
ZEC-AUD,1557151255312220,7019
LTC-AUD,1557151255312223,7879
LTC-AUD,1557151255671210,7882
LTC-AUD,1557151255671211,7882
LTC-AUD,1557151255671212,7710
LTC-AUD,1557151255671212,7882
LTC-AUD,1557151255671213,7882
LTC-AUD,1557151255671213,7879
LTC-AUD,1557151255671214,7879
LTC-AUD,1557151255671215,7879
LTC-AUD,1557151255669228,7901
ZEC-AUD,1557151255693210,7019
ZEC-AUD,1557151255693211,7019
ETH-AUD,1557151256315221,18695
ETH-AUD,1557151256480213,18695
ETH-AUD,1557151256480214,18695
ETH-AUD,1557151256675234,18869
ETH-AUD,1557151256821219,18683
ETH-AUD,1557151256936217,18683
ETH-AUD,1557151256936217,18683
LTC-AUD,1557151257327227,7899
BTC-AUD,1557151257327230,541373
LTC-AUD,1557151257417217,7899
LTC-AUD,1557151257417218,7899
LTC-AUD,1557151257417219,7899
LTC-AUD,1557151257417220,7899
BTC-AUD,1557151257462217,541373
BTC-AUD,1557151257462217,541373
ETH-AUD,1557151257851223,18662
ETH-AUD,1557151258011219,18662
ZEC-AUD,1557151258178227,6964
LTC-AUD,1557151258178238,7875
ZEC-AUD,1557151258178239,6962
ZEC-AUD,1557151258512224,7007
ZEC-AUD,1557151258512225,7007
ETH-AUD,1557151258523225,18662
ZEC-AUD,1557151259043225,7007
BTC-AUD,1557151259182237,543544
ETH-AUD,1557151259409229,18648
ETH-AUD,1557151259506226,18662
ETH-AUD,1557151259550227,18648
ETH-AUD,1557151259550228,18648
ETH-AUD,1557151259550229,18648
ETH-AUD,1557151259550230,18648
ZEC-AUD,1557151259683229,6953
ZEC-AUD,1557151259683237,6972
LTC-AUD,1557151259920233,7917
ZEC-AUD,1557151259920246,7003
BTC-AUD,1557151260423242,542451
BTC-AUD,1557151260423246,542451
LTC-AUD,1557151260435231,7917
ZEC-AUD,1557151260510229,7003
ZEC-AUD,1557151260510229,7003
ETH-AUD,1557151260466232,18653
BTC-AUD,1557151260667230,542451
BTC-AUD,1557151260667230,542451
BTC-AUD,1557151260667230,542451
LTC-AUD,1557151261189250,7891
ETH-AUD,1557151261229233,18653
BTC-AUD,1557151261379235,542451
BTC-AUD,1557151261379236,542451
LTC-AUD,1557151261594236,7793
LTC-AUD,1557151261649235,7793
ETH-AUD,1557151261710246,18820
BTC-AUD,1557151261949248,541906
BTC-AUD,1557151262109239,541906
BTC-AUD,1557151262109239,541906
BTC-AUD,1557151262211241,544091
ETH-AUD,1557151262211256,18861
LTC-AUD,1557151262449243,7941
LTC-AUD,1557151262607238,7941
LTC-AUD,1557151262607239,7941
LTC-AUD,1557151262716240,7802
ZEC-AUD,1557151262952250,7024
ZEC-AUD,1557151263081243,7024
ZEC-AUD,1557151263081243,7024
LTC-AUD,1557151263126241,7802
ZEC-AUD,1557151263455244,7007
ETH-AUD,1557151263455261,18566
ETH-AUD,1557151263554243,18566
ETH-AUD,1557151539638334,0
LTC-AUD,1557151539639334,7699
ZEC-AUD,1557151539840337,6859
BTC-AUD,1557151539840339,551406
ZEC-AUD,1557151539840345,6857
ZEC-AUD,1557151539928335,6859
BTC-AUD,1557151539991335,551406
BTC-AUD,1557151539991335,551406
ZEC-AUD,1557151539989335,6857
ZEC-AUD,1557151539989335,6857
ZEC-AUD,1557151540277338,6859
ZEC-AUD,1557151540348337,6859
LTC-AUD,1557151540346338,7677
LTC-AUD,1557151540346342,7700
ETH-AUD,1557151540346344,18341
ETH-AUD,1557151540468337,18341
LTC-AUD,1557151540474337,7677
LTC-AUD,1557151540474337,7677
LTC-AUD,1557151540474337,7700
LTC-AUD,1557151540534351,7594
LTC-AUD,1557151540534355,7592
LTC-AUD,1557151540640338,7594
LTC-AUD,1557151540640339,7594
LTC-AUD,1557151540640339,7592
LTC-AUD,1557151540942340,7594
LTC-AUD,1557151540948340,7594
ZEC-AUD,1557151541545356,6720
ZEC-AUD,1557151541688342,6720
ZEC-AUD,1557151541688342,6720
ETH-AUD,1557151541849346,18367
ZEC-AUD,1557151541849361,6866
ZEC-AUD,1557151542197344,6866
ZEC-AUD,1557151542197344,6866
ETH-AUD,1557151542317346,18367
ETH-AUD,1557151542317346,18367
ZEC-AUD,1557151542350363,6847
BTC-AUD,1557151542547350,555865
BTC-AUD,1557151542547362,555856
ZEC-AUD,1557151542664346,6847
ZEC-AUD,1557151542664346,6847
BTC-AUD,1557151542814346,555865
BTC-AUD,1557151542814346,555856
BTC-AUD,1557151542814347,555856
LTC-AUD,1557151766937229,7417
LTC-AUD,1557151766937230,7417
LTC-AUD,1557151766937231,7417
LTC-AUD,1557151766937232,7417
LTC-AUD,1557151766937233,7417
ETH-AUD,1557151766948233,18014
ETH-AUD,1557151515978244,18369
LTC-AUD,1557151516044241,7750
LTC-AUD,1557151516044241,7619
LTC-AUD,1557151516044242,7619
LTC-AUD,1557151516044243,7619
ETH-AUD,1557151767158234,18013
ZEC-AUD,1557151767158241,6458
ETH-AUD,1557151681433892,18454
LTC-AUD,1557151681429892,7786
LTC-AUD,1557151681429892,7786
BTC-AUD,1557151681442892,554556
BTC-AUD,1557151681442892,554556
ZEC-AUD,1557151681473893,6513
ZEC-AUD,1557151306733428,7042
ZEC-AUD,1557151306873413,7049
ZEC-AUD,1557151306873413,7049
ZEC-AUD,1557151306874413,7042
ZEC-AUD,1557151306874413,7042
ETH-AUD,1557151307030422,18780
ZEC-AUD,1557151307242426,7032
ETH-AUD,1557151307297416,18780
ETH-AUD,1557151307297417,18780
ETH-AUD,1557151307409417,18780
ZEC-AUD,1557151307491416,7032
ZEC-AUD,1557151307491417,7032
BTC-AUD,1557151307532417,545678
ZEC-AUD,1557151307532419,6855
ZEC-AUD,1557151307626416,6855
BTC-AUD,1557151307634416,545678
BTC-AUD,1557151307634417,545678
BTC-AUD,1557151307634418,545678
ZEC-AUD,1557151307856420,6855
LTC-AUD,1557151308033432,7952
LTC-AUD,1557151308234419,7952
LTC-AUD,1557151736545109,7519
ZEC-AUD,1557151736577109,6531
ZEC-AUD,1557151736577109,6531
LTC-AUD,1557151736714111,7519
LTC-AUD,1557151736715111,7519
LTC-AUD,1557151736898117,7497
BTC-AUD,1557151736898128,550093
ZEC-AUD,1557151736898130,6512
LTC-AUD,1557151737078111,7497
LTC-AUD,1557151737078112,7497
LTC-AUD,1557151737078113,7500
LTC-AUD,1557151737078113,7497
LTC-AUD,1557151737078114,7497
ETH-AUD,1557151737130124,18321
BTC-AUD,1557151737130129,556156
ZEC-AUD,1557151737194113,6534
ZEC-AUD,1557151737194114,6512
ZEC-AUD,1557151737194114,6512
BTC-AUD,1557151737197112,550093
ETH-AUD,1557151737210112,18321
BTC-AUD,1557151737275112,556156
BTC-AUD,1557151737275112,556156
ETH-AUD,1557151737400121,18153
LTC-AUD,1557151737400131,7502
ETH-AUD,1557151737455115,18321
ETH-AUD,1557151737481114,18321
ETH-AUD,1557151737505113,18153
ETH-AUD,1557151737505114,18321
LTC-AUD,1557151737526113,7502
LTC-AUD,1557151737632115,7759
LTC-AUD,1557151737749114,7759
LTC-AUD,1557151737901125,7493
LTC-AUD,1557151738220117,7759
BTC-AUD,1557151738401126,551188
LTC-AUD,1557151738432117,7493
LTC-AUD,1557151738528118,7759
BTC-AUD,1557151738602117,551188
BTC-AUD,1557151738602117,551188
LTC-AUD,1557151738633131,7759
LTC-AUD,1557151738823118,7759
LTC-AUD,1557151738823118,7759
ETH-AUD,1557151739403136,18149
ETH-AUD,1557151739497121,18149
ETH-AUD,1557151263554243,18566
ZEC-AUD,1557151263639242,7007
ZEC-AUD,1557151263639242,7007
BTC-AUD,1557151263956244,543015
BTC-AUD,1557151264048246,543015
BTC-AUD,1557151264048246,543015
ETH-AUD,1557151264722262,18918
BTC-AUD,1557151265223249,544104
ZEC-AUD,1557151265223259,6962
LTC-AUD,1557151265723256,7905
LTC-AUD,1557151265938251,7905
LTC-AUD,1557151265938252,7905
LTC-AUD,1557151265938253,7905
LTC-AUD,1557151266224254,7935
LTC-AUD,1557151266328252,7935
LTC-AUD,1557151266328252,7935
LTC-AUD,1557151266478271,7893
BTC-AUD,1557151266726267,542999
LTC-AUD,1557151266968255,7893
LTC-AUD,1557151266968256,7893
BTC-AUD,1557151266980260,542441
ETH-AUD,1557151266980271,18610
BTC-AUD,1557151267228256,542999
BTC-AUD,1557151267228257,542999
BTC-AUD,1557151267228256,542999
BTC-AUD,1557151267228257,542441
BTC-AUD,1557151267228257,542441
ETH-AUD,1557151267235256,18610
ETH-AUD,1557151267235257,18610
ZEC-AUD,1557151267481272,6987
ETH-AUD,1557151267729270,18933
ZEC-AUD,1557151267794258,6987
ETH-AUD,1557151267885259,18933
ETH-AUD,1557151267885260,18933
ETH-AUD,1557151267885261,18933
ETH-AUD,1557151267885262,18933
ZEC-AUD,1557151268231267,6955
ZEC-AUD,1557151268472261,6955
ZEC-AUD,1557151268472262,6955
ZEC-AUD,1557151268472263,6987
ZEC-AUD,1557151268472263,6955
ZEC-AUD,1557151268472264,6955
ETH-AUD,1557151268484265,18579
ETH-AUD,1557151739497122,18149
ETH-AUD,1557151739497123,18149
BTC-AUD,1557151739636130,556127
BTC-AUD,1557151739818122,556127
BTC-AUD,1557151739818123,556127
ETH-AUD,1557151739906126,18129
ETH-AUD,1557151739906134,18126
LTC-AUD,1557151740137125,7771
ETH-AUD,1557151740169123,18129
ETH-AUD,1557151740169123,18129
ETH-AUD,1557151740169123,18126
ETH-AUD,1557151740169123,18126
LTC-AUD,1557151740319124,7771
ZEC-AUD,1557151740408135,6504
ZEC-AUD,1557151740600125,6504
ZEC-AUD,1557151740600125,6504
ZEC-AUD,1557151740640132,6737
ETH-AUD,1557151740640133,18367
ETH-AUD,1557151740723126,18367
ETH-AUD,1557151740723126,18367
ZEC-AUD,1557151740771126,6737
LTC-AUD,1557151740908136,7530
LTC-AUD,1557151740974127,7530
LTC-AUD,1557151740974128,7530
ZEC-AUD,1557151741015128,6737
ZEC-AUD,1557151741015129,6737
BTC-AUD,1557151741413141,552286
BTC-AUD,1557151741558129,552286
LTC-AUD,1557151741642135,7729
LTC-AUD,1557151741642143,7728
BTC-AUD,1557151741914143,552288
LTC-AUD,1557151741914144,7500
BTC-AUD,1557151742182132,552286
LTC-AUD,1557151742276132,7729
LTC-AUD,1557151742276132,7728
LTC-AUD,1557151742276132,7728
LTC-AUD,1557151742308132,7500
LTC-AUD,1557151742308132,7500
BTC-AUD,1557151742315132,552288
BTC-AUD,1557151742315132,552288
ETH-AUD,1557151742653134,18153
LTC-AUD,1557151742684135,7729
ZEC-AUD,1557151743943157,6516
ZEC-AUD,1557151268731273,6948
ETH-AUD,1557151268974264,18579
ETH-AUD,1557151268974264,18579
LTC-AUD,1557151268984281,7914
ZEC-AUD,1557151269113264,6948
ETH-AUD,1557151269190266,18828
ETH-AUD,1557151269190267,18828
LTC-AUD,1557151269404267,7859
LTC-AUD,1557151269405266,7859
LTC-AUD,1557151269405269,7914
LTC-AUD,1557151269405269,7914
LTC-AUD,1557151269486275,7907
LTC-AUD,1557151269552267,7907
LTC-AUD,1557151269552268,7907
LTC-AUD,1557151269552269,7907
ETH-AUD,1557151269554267,18828
ETH-AUD,1557151269873268,18828
ETH-AUD,1557151269874268,18828
BTC-AUD,1557151270491270,544072
BTC-AUD,1557151270491278,544088
ZEC-AUD,1557151270491280,6990
ZEC-AUD,1557151271393273,6990
ZEC-AUD,1557151271393273,6990
BTC-AUD,1557151271374273,544072
BTC-AUD,1557151271374274,544072
BTC-AUD,1557151271374274,544088
BTC-AUD,1557151271374274,544088
LTC-AUD,1557151271456275,7864
BTC-AUD,1557151271546277,543571
ETH-AUD,1557151271748294,19018
BTC-AUD,1557151271926276,543571
LTC-AUD,1557151271977276,7864
LTC-AUD,1557151271978282,7866
LTC-AUD,1557151271980276,7866
ETH-AUD,1557151272002279,18635
ETH-AUD,1557151272096275,19018
ETH-AUD,1557151272096275,19018
ETH-AUD,1557151272147276,18635
ETH-AUD,1557151272147276,18635
ETH-AUD,1557151272503289,18587
ZEC-AUD,1557151272763285,6957
ETH-AUD,1557151272927279,18587
ETH-AUD,1557151272927279,18587
LTC-AUD,1557151744280143,7729
ZEC-AUD,1557151744357140,6516
ZEC-AUD,1557151744357141,6516
ZEC-AUD,1557151744653148,6749
ZEC-AUD,1557151744841142,6749
ZEC-AUD,1557151744841142,6749
LTC-AUD,1557151745158157,7751
LTC-AUD,1557151745281144,7751
LTC-AUD,1557151745281145,7751
ETH-AUD,1557151745659149,18404
ETH-AUD,1557151745720145,18404
BTC-AUD,1557151745972163,553955
BTC-AUD,1557151746140147,553955
BTC-AUD,1557151746160152,557247
ETH-AUD,1557151746227149,18404
BTC-AUD,1557151746304149,553955
BTC-AUD,1557151746304150,557247
ETH-AUD,1557151746594150,18404
LTC-AUD,1557151747594155,7502
LTC-AUD,1557151747610154,7502
BTC-AUD,1557151747663170,556134
BTC-AUD,1557151747724153,556134
BTC-AUD,1557151747724153,556134
ETH-AUD,1557151748163163,18477
LTC-AUD,1557151748163169,7777
LTC-AUD,1557151748415158,7502
LTC-AUD,1557151748463156,7777
LTC-AUD,1557151748463156,7777
ETH-AUD,1557151748457156,18477
ETH-AUD,1557151748457156,18477
ZEC-AUD,1557151748664172,6728
LTC-AUD,1557151748812160,7771
ZEC-AUD,1557151748915158,6728
ZEC-AUD,1557151748915158,6728
LTC-AUD,1557151749454162,7771
BTC-AUD,1557151749498169,552272
BTC-AUD,1557151749747161,552272
ETH-AUD,1557151749820165,18452
ETH-AUD,1557151749829163,18452
LTC-AUD,1557151749853163,7771
BTC-AUD,1557151750449165,557247
BTC-AUD,1557151750502177,553369
BTC-AUD,1557151751509185,552821
ZEC-AUD,1557151272942279,6957
ZEC-AUD,1557151272942279,6957
ZEC-AUD,1557151273264287,6965
BTC-AUD,1557151273264297,544090
LTC-AUD,1557151273398283,7871
LTC-AUD,1557151273398284,7871
BTC-AUD,1557151273485281,544090
ZEC-AUD,1557151273507281,6965
ZEC-AUD,1557151273507281,6965
BTC-AUD,1557151273507282,544621
BTC-AUD,1557151273507298,544612
BTC-AUD,1557151273655282,544621
BTC-AUD,1557151273655282,544621
BTC-AUD,1557151273655282,544612
BTC-AUD,1557151273655282,544612
ETH-AUD,1557151274511289,18604
LTC-AUD,1557151274511291,7908
LTC-AUD,1557151274582285,7908
LTC-AUD,1557151274582285,7908
ETH-AUD,1557151274632288,18604
ETH-AUD,1557151274632289,18604
ETH-AUD,1557151274632290,18604
ETH-AUD,1557151274632291,18604
LTC-AUD,1557151275797292,7956
ZEC-AUD,1557151275797305,6922
ZEC-AUD,1557151276306294,7013
LTC-AUD,1557151276582307,7931
LTC-AUD,1557151276664294,7931
ZEC-AUD,1557151277083310,7044
ETH-AUD,1557151277303300,18899
ZEC-AUD,1557151277373296,7044
ETH-AUD,1557151277402296,18899
BTC-AUD,1557151277584314,546803
LTC-AUD,1557151277841304,7886
BTC-AUD,1557151277888298,546803
ETH-AUD,1557151277919302,18842
LTC-AUD,1557151277919299,7886
LTC-AUD,1557151277920299,7886
BTC-AUD,1557151278087312,547354
LTC-AUD,1557151278151302,7888
BTC-AUD,1557151278161301,547354
LTC-AUD,1557151278200301,7888
BTC-AUD,1557151278490303,546803
BTC-AUD,1557151542814348,555856
LTC-AUD,1557151542922351,7699
LTC-AUD,1557151542956348,7699
BTC-AUD,1557151543049348,556422
BTC-AUD,1557151543114348,556422
BTC-AUD,1557151543351357,554183
LTC-AUD,1557151543434351,7699
LTC-AUD,1557151543434352,7699
LTC-AUD,1557151543434355,7700
BTC-AUD,1557151543480349,554183
BTC-AUD,1557151543480349,554183
ZEC-AUD,1557151543854365,6845
ZEC-AUD,1557151544194352,6845
ZEC-AUD,1557151544194352,6845
ETH-AUD,1557151544057359,18889
ETH-AUD,1557151544470353,18889
LTC-AUD,1557151544559367,7596
ETH-AUD,1557151544559369,18897
LTC-AUD,1557151544560357,7700
LTC-AUD,1557151544662355,7593
LTC-AUD,1557151544673354,7596
ETH-AUD,1557151544674354,18897
